temperature_c,mean_s,std_s,median_s
700.0,483.98866515412226,222.7603894925122,472.94352719938206
800.0,454.3373218682504,168.92436116455966,450.59422873425217
900.0,285.7239971049562,213.8081002454612,295.77157876156286
1000.0,286.26089011808136,297.0954977662136,210.5566520103514
1100.0,89.68910447174156,47.59143455286269,97.56714671606782
