temperature_c,mean_s,std_s,median_s
700.0,25413.433171006705,56891.74180558891,0.0
800.0,748.5084053073704,3423.892921311709,0.0
900.0,147.26714728389769,572.2485221558408,0.0
1000.0,242.9423592817874,307.06229576480746,0.0
1100.0,93.64262968354447,45.27042197459021,112.91095577764386
