alpha,temperature_c,mean_s,std_s,sensor21_fend_mean,sensor21_fend_std
1.7782794100389227e-11,1100.0,94.38912895996955,68.71318322236283,0.3837141960957075,0.015600033337612344
3.1622776601683794e-11,700.0,442.0714432779564,180.25268423852347,0.3835766977476072,0.015137759399272348
3.1622776601683794e-11,800.0,435.9001574091128,161.54175034514589,0.3835766977476072,0.015137759399272348
3.1622776601683794e-11,900.0,394.91953006803936,65.45162454220974,0.3835766977476072,0.015137759399272348
3.1622776601683794e-11,1000.0,233.8528591404886,443.3028349596978,0.3835766977476072,0.015137759399272348
3.1622776601683794e-11,1100.0,93.25601010440285,64.08157144703509,0.3835766977476072,0.015137759399272348
5.6234132519034906e-11,700.0,437.20066313790795,163.73627297973715,0.38337202204493337,0.014458617204895805
5.6234132519034906e-11,800.0,431.5420934127949,145.8848839606208,0.38337202204493337,0.014458617204895805
5.6234132519034906e-11,900.0,394.00415918166414,41.70314860522248,0.38337202204493337,0.014458617204895805
5.6234132519034906e-11,1000.0,245.67626102098967,395.9644582302989,0.38337202204493337,0.014458617204895805
5.6234132519034906e-11,1100.0,91.5768232466434,57.47372371944144,0.38337202204493337,0.014458617204895805
1e-10,700.0,430.49773803287303,139.5382973432374,0.3830971990417706,0.013563475393961104
1e-10,800.0,425.6135969359806,123.76413759849056,0.3830971990417706,0.013563475393961104
1e-10,900.0,393.0200715048956,27.660064976325188,0.3830971990417706,0.013563475393961104
1e-10,1000.0,261.54978238586597,333.8923778202212,0.3830971990417706,0.013563475393961104
1e-10,1100.0,89.31881114038475,48.70710615131051,0.3830971990417706,0.013563475393961104
1.778279410038923e-10,700.0,422.5381720111371,109.91986133289971,0.3827759553752752,0.012543969961772641
1.778279410038923e-10,800.0,418.6034508201023,97.20546536998775,0.3827759553752752,0.012543969961772641
1.778279410038923e-10,900.0,391.970741820095,18.575841207226254,0.3827759553752752,0.012543969961772641
1.778279410038923e-10,1000.0,280.22676813291855,261.49361752138486,0.3827759553752752,0.012543969961772641
1.778279410038923e-10,1100.0,86.66086721574725,38.4398636645182,0.3827759553752752,0.012543969961772641
3.1622776601683795e-10,700.0,414.4937844165273,79.57499959730804,0.3824581942329193,0.011564980615538794
3.1622776601683795e-10,800.0,411.5305995566088,70.23801699684176,0.3824581942329193,0.011564980615538794
3.1622776601683795e-10,900.0,390.95812756236614,12.203266532124534,0.3824581942329193,0.011564980615538794
3.1622776601683795e-10,1000.0,299.0322458382881,188.85051299456313,0.3824581942329193,0.011564980615538794
3.1622776601683795e-10,1100.0,83.98524262620958,28.126098695134374,0.3824581942329193,0.011564980615538794
5.623413251903491e-10,700.0,407.56188178667594,53.2637898422458,0.3821971762977052,0.010771312713036134
5.623413251903491e-10,800.0,405.44030419449393,46.95347096657322,0.3821971762977052,0.010771312713036134
