6.258785064710511961e+02,5.389496496031971446e+02,1.595696995949006123e+02,1.717878004279172615e+02,1.025268109279688247e+02
5.321887787454587624e+02,4.801354291529350462e+02,2.484231013488680446e+02,2.467441751007435471e+02,9.122098267708524588e+01
6.083457625484370510e+02,5.477843850053412780e+02,2.160473771906909519e+02,1.255351816773123232e+02,1.009997606027058907e+02
4.656522764124172795e+02,4.645683969565669145e+02,3.994085637779119224e+02,1.723337489807890961e+02,9.674948089719990207e+01
7.151269008662528677e+02,5.732697738800150091e+02,-1.685952249045669760e+00,2.113173684310604870e+02,1.006843760968493626e+02
5.839927416871950072e+02,5.305801340300529318e+02,2.587684158924801068e+02,1.188582127363050773e+02,1.065129626788500019e+02
5.755796813716883662e+02,5.286610369286888726e+02,2.510712186769449943e+02,1.459329070281547729e+02,9.746762301900385239e+01
5.976261126074800814e+02,4.726509506858557188e+02,1.070407108907675706e+02,3.171158392815309526e+02,1.042788535610376925e+02
5.583617990423749688e+02,5.455063010834621764e+02,3.369328507197148497e+02,5.662990737876452840e+01,1.012816087995931866e+02
1.985794094300619577e+02,2.945601625777770778e+02,7.537902305228088835e+02,2.489750502377160331e+02,1.028076142582221877e+02
3.963910362432229135e+02,4.082349465712297842e+02,4.960823296527826187e+02,1.894036570719602253e+02,1.086004974868841657e+02
4.767951803364080092e+02,4.185944489988650616e+02,2.915487082697709980e+02,3.119551857077269688e+02,9.981894371372382579e+01
1.089923177106645653e+02,2.855333335322756625e+02,9.398280366538170938e+02,1.686950774212042461e+02,9.566370170743697088e+01
2.336111966327573271e+02,3.042548500174949595e+02,6.918148534581207514e+02,2.638310264243235679e+02,1.052005404941577922e+02
2.431904429825424359e+02,3.738223549002619279e+02,7.976728293280216349e+02,8.038935743658568356e+01,1.036374823774721108e+02
7.489576953959031016e+02,6.265876522428104636e+02,1.098700072225631175e+01,1.135931158609821239e+02,9.858700280198497978e+01
4.684375345264733141e+02,4.724092098130420254e+02,4.026000410444651152e+02,1.603203638096242969e+02,9.494531783101865585e+01
6.092822640906570086e+02,5.586628972263824835e+02,2.201970743323741715e+02,1.148177640599811014e+02,9.575246731458513239e+01
7.270313758082211280e+02,6.105489772017605219e+02,3.445547132887458019e+01,1.281780528944942432e+02,9.849858979076276455e+01
5.693003375424430033e+02,5.610980763665131690e+02,3.304891334763683517e+02,3.989182962900011375e+01,9.793309000914139517e+01
4.450753403702458399e+02,4.464249459226353451e+02,4.225926703483713709e+02,1.853734048086783730e+02,9.924610557531106281e+01
2.703571263676417402e+02,3.440898217494147957e+02,6.468639779143411488e+02,2.431378690191012879e+02,9.426367197525159725e+01
4.649939499070987949e+02,4.663065753675001019e+02,4.272460942573836178e+02,1.351342276601210983e+02,1.050316198330407786e+02
